1953 年 (癸巳，九十岁),浙江杭州,黄宾虹,商承祚,题跋 / 书信,3 月为王阳明《驄马归朝诗叙》卷撰写题跋，后续与商承祚书信探讨考据、书画问题,往来书信、自作题跋,不详,,,,,,,
1953 年 (癸巳，九十岁),浙江杭州,黄宾虹,苏乾英、刘作筹,文稿 / 刊印,4 月初托苏乾英将《画学篇》初稿寄往香港刘作筹处刊印，定稿后分赠各界友人,往来书信、《画学篇》题跋,不详,,,,,,,
1953 年 (癸巳，九十岁),浙江杭州,黄宾虹,赖少其、朱金楼,馈赠 / 答谢,4 月初赖少其收到《画学篇》、楹联及画作，委派朱金楼专程前来致谢,往来书信,不详,,,,,,,
1953 年 (癸巳，九十岁),浙江杭州,黄宾虹,黄高勤、章传鸿,家庭 / 亲属,4 月孙女黄高勤新婚，孙辈二人来杭省亲，作画四屏相贺,原文文档,不详,,,,,,,
1953 年 (癸巳，九十岁),浙江杭州,黄宾虹,夏承焘、吴天五,社交 / 来访,5 月 7 日夏承焘偕吴天五到访，老友重逢闲谈,《夏承焘集・天风阁学词日记》,不详,,,,,,,
1953 年 (癸巳，九十岁),浙江杭州,黄宾虹,无,医治 / 休养,6 月进入杭州市人民医院，接受白内障手术，术后长期调理,往来书信、黄高勤口述资料,不详,,,,,,,
1953 年 (癸巳，九十岁),北京,黄宾虹,齐白石、傅抱石等,参展 / 观展,9 月中旬至 10 月 10 日作品参与北京全国国画展览会展出,《夏承焘集・天风阁学词日记》,不详,,,,,,,
1953 年 (癸巳，九十岁),北京,黄宾虹,文艺界同仁,参会 / 任职,9 月 23 日至 10 月 6 日出席全国文代会，当选中国文联第二届全国委员,1953 年 10 月 6 日《人民日报》,不详,,,,,,,
1953 年 (癸巳，九十岁),北京,黄宾虹,美术界同仁,参会 / 任职,9 月 25 日至 10 月 4 日出席全国美协扩大会议，当选中国美术家协会理事,1953 年 10 月 7 日《解放日报》,不详,,,,,,,
1953 年 (癸巳，九十岁),无,黄宾虹,徐悲鸿,哀悼 / 记事,9 月 26 日徐悲鸿逝世，记念此事,原文文档,不详,,,,,,,
1953 年 (癸巳，九十岁),浙江杭州,黄宾虹,过旭初,书信 / 近况,术后依靠放大镜工作，致信过旭初讲述眼疾、身体状况与著述计划,往来书信,不详,,,,,,,
1953 年 (癸巳，九十岁),浙江杭州,黄宾虹,无,艺术 / 创作,视力未完全恢复，取旧作以张壶山笔意重新补绘并题跋,自作题跋,不详,,,,,,,
1953 年 (癸巳，九十岁),浙江杭州,黄宾虹,勉功、陆丹林,题跋 / 品鉴,秋季勉功持陆丹林旧藏《蜀游图册》来访，应邀重做题跋,《东南文化》期刊,不详,,,,,,,
1953 年 (癸巳，九十岁),浙江杭州,黄宾虹,陈叔通,书信 / 商议,秋季收到陈叔通来信，对方劝阻其高龄远赴北京，建议在杭整理文稿,往来书信,不详,,,,,,,
1953 年 (癸巳，九十岁),浙江杭州,黄宾虹,德芬,艺术 / 创作,秋季为德芬创作设色山水，题跋阐述包世臣画学理念,《黄宾虹先生画集》,不详,,,,,,,
1953 年 (癸巳，九十岁),浙江杭州,黄宾虹,无,艺术 / 题跋,闲暇间作画，题跋评述明清至道咸书画笔法演变,自作题跋,不详,,,,,,,
1953 年 (癸巳，九十岁),浙江杭州,黄宾虹,毛泽东,艺术 / 创作,冬季创作《南岳山水图》，赠予毛泽东主席,原文文档,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,无,艺术 / 创作,自题祝寿诗赠予润之先生，时年九十，后记本年九十一岁,原文文档,不详,,,,,,,
1954 年 (甲午，九十一岁),上海,黄宾虹,赖少其、华东美协委员及候补委员,会议 / 公务,12 月 29 日接中国美术家协会通知，被定为华东美术家协会发起人，次日出席发起人会议,原文文档,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,刘作筹,书信 / 交流,致信刘作筹，提及白内障手术康复，画作风格自学北宋画法有所转变，计划编纂道咸时期画学相关文稿,原文文档,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,冒鹤亭,社交 / 艺术往来,1 月收到冒鹤亭祝寿诗作，感其期许，作画回赠,《冒鹤亭先生年谱》,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,夏承焘、沙孟海、王伯敏,观展 / 社交,2 月 5 日参观浙江名人书画展览会，现场与诸位友人相遇,《夏承焘集・天风阁学词日记》,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州、上海,黄宾虹,陆丹林,书信 / 交往,春季收到陆丹林来信询问眼疾治疗方法，回信推荐杭州人民医院俞德保医师，告知自身视力状况与居所变动,原文文档,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,陈景昭,书信 / 杂记,家中发生书画失窃事件，全城轰动，致信陈景昭详述眼疾、工作、失窃等情况，此信未寄出，现存浙江省博物馆,原文文档,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,无,文稿 / 编撰,撰写《写作大纲》，系统梳理画学体系，分为十章，文稿细目未完未能完成全稿,黄宾虹亲笔誊清稿,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,东北博物馆 (今辽宁省博物馆),捐赠 / 公益,2 月 23 日向东北博物馆捐赠设色花卉草虫一幅,东北博物馆捐赠文物收藏凭证,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,李济深、过旭初,书信 / 公务,3 月 30 日收到李济深来信，对其即将赴京担任美术研究所所长表示欢迎，过旭初附信补充相关事宜,原文文档,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,徐忠仁、王传恭,任命 / 公务,4 月上旬中央美术学院民族美术研究所派徐忠仁来杭迎接北上，因身体检查发现脚部肿胀、心脏不适暂缓行程，王传恭来信问候,原文文档,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,无,任职 / 公务,4 月 15 日被文化部正式任命为中央美术学院民族美术研究所所长,原文文档,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,过旭初,书信 / 画论,多次致信过旭初，以棋理类比画理，阐释虚实、笔墨、流派等画学观点，解读 “弧三角” 与书画的关联,原文文档,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州、上海,黄宾虹,傅雷,书信 / 画论,4 月 28 日、29 日连续收到傅雷来信，二人探讨画作风格，傅雷点评其近作，对比中西绘画流派差异,原文文档,不详,,,,,,,
1954 年 (甲午，九十一岁),上海,黄宾虹,赖少其、刘开渠、丰子恺等,会议 / 任职,4 月赴上海参加华东美术家协会成立大会，当选协会副主席,黎鲁《忆华东美术家协会和赖少其》、1954 年 4 月 28 日《文汇报》,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,方增先等青年教师,教学 / 示范,在浙江美术学院彩墨画创作室为青年教师示范作画，展示独特蘸墨、运笔技法,方增先《用笔断想》,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,无,文论 / 感悟,6 月 15 日《中华人民共和国宪法》颁布，撰写《读宪法中领会有关画学之感言》,原文文档,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,阮性山,艺术 / 创作,初夏为阮性山作画并题跋，辨析宋元绘画繁简、气韵等画学要义,原文文档,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,各界代表,会议 / 公职,7 月 12 日至 16 日参加杭州市人民代表大会，当选浙江省人民代表大会代表,1954 年 7 月 18 日《浙江日报》,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,宋云彬、盖叫天等,会议 / 公职,7 月 27 日参加浙江省文学艺术工作者第一次代表大会，被推选为主席团成员,《夏承焘集・天风阁学词日记》、1954 年 7 月 28 日《浙江日报》,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,汪慎生、江丰、王传恭,书信 / 举荐,7 月 30 日收到汪慎生来信，恳请其致函江丰举荐王传恭,原文文档,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,姜丹书,社交 / 馈赠,夏季接待来访的姜丹书，赠予隋代石刻佛像为其七十寿辰贺礼,姜书凱致编者书信,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,李可染、张仃、罗铭,社交 / 传艺,夏季接待南下写生的李可染、张仃、罗铭，出示藏画、演示笔墨技法，赠予画作与对联，交流画学心得,孙美兰《李可染研究》,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,华东美术家协会,捐赠 / 公益,夏季向华东美术家协会捐赠百余幅作品，转送北京中国美术家协会,与曾香亭书信,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,各界代表,会议 / 公务,8 月 13 日参加浙江省第一届人民代表大会第一次会议,原文文档,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,陈毅,艺术 / 创作,秋季为陈毅创作山水图并落款题字,原文文档,不详,,,,,,,
1954 年 (甲午，九十一岁),上海,黄宾虹,宋若嬰、唐云、陈秋草等,展览 / 创作,9 月偕宋若婴赴上海参加黄宾虹作品观摩会，下榻锦江饭店，适逢宪法颁布，绘制《苍松图》庆贺,宋若婴《黄宾虹回忆录》,不详,,,,,,,
1954 年 (甲午，九十一岁),上海,黄宾虹,赖少其、傅雷等,展览 / 座谈,9 月 20 日华东美术家协会主办黄宾虹作品观摩会，当日举办座谈会，傅雷发表中西绘画相关学术发言,《华东美协在沪举办名画家黄宾虹山水画展》、《傅雷家书》,不详,,,,,,,
1954 年 (甲午，九十一岁),上海,黄宾虹,冒鹤亭,社交 / 艺术往来,沪上期间走访冒鹤亭，即兴作画相赠，返杭后再作寿画祝其八十寿辰，冒鹤亭作诗回赠,《冒鹤亭先生年谱》,不详,,,,,,,
1954 年 (甲午，九十一岁),上海,黄宾虹,汤临泽,社交 / 交往,沪上期间拜访老友汤临泽，题写 “慎言” 二字，二人会面成为三十年友谊的收尾,胡道言口述资料,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,顾飞,书信 / 画论,秋季应弟子顾飞请求，撰写《论画长札》，阐述上古至魏晋六朝绘画崇尚内美的观点,原文文档,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,汪达川,书信 / 求教,11 月 7 日收到金华汪达川来信，对方附上习作请求指点,原文文档,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,陆丹林,书信 / 交往,10 月 2 日收到陆丹林来信，告知眼部治疗情况，转达粤港友人的挂念,原文文档,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,吴藕汀,社交 / 交流,10 月 10 日冒雨接待来访的吴藕汀，支持其搜集嘉兴画史佚人资料的工作，赠予《画学篇》,吴藕汀同日日记,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,王朝闻、王曼硕,书信 / 公务,11 月 3 日收到王朝闻、王曼硕来信，就民族美术研究所工作计划草案请示意见,原文文档,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,傅雷夫妇,社交 / 赏画,11 月 9 日傅雷夫妇到访杭州，盘桓两日，一同观赏藏画、畅谈画理,傅雷往来书信,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,陈叔通,书信 / 邀约,11 月 16 日收到陈叔通来信，询问文稿进度，邀约其创作大幅山水作品用于保卫世界和平委员会,原文文档,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,吴青霞、钱瘦铁、唐云,社交 / 到访,12 月 10 日接待吴青霞、钱瘦铁、唐云来访,《一九五四年十二月日记片断》,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,蒋文杰、邵宇庭,社交 / 索画,12 月 12 日接待上海《新民报（晚刊）》编辑蒋文杰与邵宇庭，二人索求《黄山图》,《一九五四年十二月日记片断》,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,潘汉年、李初梨,社交 / 交流,12 月 13 日为潘汉年的花卉作品题字，与来访的李初梨交谈外事赠画相关事宜,《一九五四年十二月日记片断》,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,莫朴,公务 / 交流,12 月 15 日与莫朴交谈北上参加全国政协二届一次会议相关事宜，因身体不适未能赴会，同日购入徐生翁字画,《一九五四年十二月日记片断》,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,李济深,艺术 / 题跋,12 月 18 日为旧作题诗，庆贺李济深寿辰，同日听闻王式园病故,《一九五四年十二月日记片断》,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,傅雷,书信 / 画论,12 月 20 日致信傅雷，系统阐述国画发展三时期、金石书法与绘画的关联等核心画学思想，为二人最后一次画学对话,原文文档,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,陈叔通、傅雷,书信 / 往来,12 月 21 日寄出信件给陈叔通、傅雷,《一九五四年十二月日记片断》,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,朱金楼、张振宇、张乐平,社交 / 索画,12 月 25 日接待朱金楼、张振宇、张乐平来访，众人向其索画,《一九五四年十二月日记片断》,不详,,,,,,,
1954 年 (甲午，九十一岁),无,黄宾虹,无,任职 / 公职,12 月 21 日至 25 日全国政协二届一次会议召开，当选第二届全国政协委员会委员,原文文档,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,徐生翁,书信 / 往来,12 月 21 日收到徐生翁托人转来的信件，得知其身体抱恙、未能西行,原文文档,不详,,,,,,,
1954 年 (甲午，九十一岁),浙江杭州,黄宾虹,章劲宇,艺术 / 题字,本年为章劲宇题写 “松蘅室” 匾额并配小幅画作,华辰 2004 春拍图录,不详,,,,,,,
1955 年 (乙未，九十二岁),浙江杭州,黄宾虹,中国海外新闻处记者,访谈 / 画论,1 月 14 日接受中国海外新闻处记者采访，解读绘画逆笔、顺笔的运用技巧,自留家人纪录稿,不详,,,,,,,
1955 年 (乙未，九十二岁),浙江杭州,黄宾虹,陈叔通、章伯钧,书信 / 创作,1 月收到陈叔通复信，随后为章伯钧创作大幅山水图，又应陈叔通请求创作枯木竹石与大篆作品,原文文档,不详,,,,,,,
1955 年 (乙未，九十二岁),浙江杭州,黄宾虹,郑轶甫、汪聪,书信 / 交流,1 月 26 日带病分别致信郑轶甫、汪聪，谈及画作流传、对外艺术交流以及整理道咸时期艺术资料的计划,原文文档,不详,,,,,,,
1955 年 (乙未，九十二岁),浙江杭州,黄宾虹,张文俊,社交 / 传艺,1 月接待来访的张文俊，连续三日长谈，展示藏品、讲解画作，赠予多幅作品,张文俊《回忆黄宾虹》,不详,,,,,,,
1955 年 (乙未，九十二岁),浙江杭州,黄宾虹,林志钧,艺术 / 创作,2 月为林志钧创作设色山水图,林志钧题跋,不详,,,,,,,
1955 年 (乙未，九十二岁),浙江杭州,黄宾虹,陈叔通,艺术 / 创作,2 月为陈叔通创作设色山水图,原文文档,不详,,,,,,,
1955 年 (乙未，九十二岁),浙江杭州,黄宾虹,胡一川夫妇,社交 / 创作,2 月 4 日接待中南美专校长胡一川夫妇来访，作画相赠并题写画论，作画时留影,原文文档,不详,,,,,,,
1955 年 (乙未，九十二岁),浙江杭州,黄宾虹,马公愚,书信 / 受托,2 月 22 日收到马公愚来信，受托协助处理王式园生前书画古玩处置事宜,原文文档,不详,,,,,,,
1955 年 (乙未，九十二岁),浙江杭州,黄宾虹,黄用明等亲属,生活 / 养病,2 月病情加重，长期卧床，亲属专程来杭照料,黄高勤致编者书信,不详,,,,,,,
1955 年 (乙未，九十二岁),浙江杭州,黄宾虹,诸乐三、王伯敏等,就医 / 闲谈,3 月 16 日病情恶化，入住杭州人民医院，与探视亲友闲谈书画鉴定、过往见闻,王伯敏《薤露篇 —— 记黄宾师的遗言》,不详,,,,,,,
1955 年 (乙未，九十二岁),浙江杭州,黄宾虹,黄源、潘天寿、吴茀之等,嘱托 / 遗愿,3 月 21 日精神萎靡，再度重申将全部收藏文物捐献国家的遗愿，多位友人前来探视,王伯敏《薤露篇 —— 记黄宾师的遗言》,不详,,,,,,,
1955 年 (乙未，九十二岁),浙江杭州,黄宾虹,王伯敏等探视者,状态 / 吟咏,3 月 24 日病情加剧，呻吟间反复吟咏邵雍励志诗句，傅雷听闻病情致信宋若婴询问近况,王伯敏《薤露篇 —— 记黄宾师的遗言》、傅雷往来书信,不详,,,,,,,
